stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id
Z_57014_STOP,114A00,KR 5 - CL 8,4.59495775120497,-74.074740308418924,0,,0
Z_58206_STOP,473A13,KR 9 - CL 2,4.5903242429870392,-74.082699364253116,0,,0
Z_57943_STOP,57943,Portal Usme,4.5316517773194223,-74.119490455634846,0,,0
Z_57931_STOP,57931,Portal Usme,4.5312770874933275,-74.119448970524587,0,,0
Z_55615_STOP,027A02,TV 75 - 138,4.7313332349585524,-74.073564241823775,0,,0
Z_53446_STOP,087A12,AC 1 - AK 10,4.5896481383434828,-74.085666854464918,0,,0
Z_53445_STOP,086A12,AC 1 - KR 12,4.5906424083038564,-74.08722343575198,0,,0
Z_52061_STOP,114A11,AC 1 - KR 19,4.5935605637817041,-74.094976630929864,0,,0
Z_52059_STOP,113A11,AC 1 - KR 22,4.5941102373372011,-74.096784854231032,0,,0
Z_52060_STOP,113B11,AC 1 - KR 24,4.5945742345472924,-74.098213489355089,0,,0
Z_55648_STOP,326A13,AC 1 - KR 5A,4.5852586621085356,-74.080548820433265,0,,0
Z_50382_STOP,247A00,AC 19 - KR 4,4.60370053513883,-74.069481348957467,0,,0
Z_57420_STOP,247D00,AC 19 - KR 5,4.6048716654704931,-74.0711258994024,0,,0
Z_57390_STOP,245B00,AC 19 - KR 5,4.60476411415125,-74.070474714046171,0,,0
Z_57419_STOP,247C00,AC 19 - KR 5,4.6046946749069955,-74.07089030335068,0,,0
Z_57388_STOP,244B00,AC 19 - KR 7,4.6056641256814848,-74.071914947933124,0,,0
Z_57389_STOP,245A00,AC 19 - KR 7,4.6049737127962569,-74.070792221313482,0,,0
Z_50436_STOP,243B00,AC 19 - KR 8,4.6064064359265009,-74.07348677778964,0,,0
Z_57387_STOP,244A00,AC 19 - KR 9,4.6061231247708356,-74.072635068576687,0,,0
Z_57435_STOP,257A00,AC 19 - Kr25,4.6152998644547623,-74.0850773589614,0,,0
Z_57733_STOP,510A00,AC 20 - AK 1,4.6031477916190644,-74.061835333538653,0,,0
Z_57731_STOP,508A00,AC 20 - KR 1,4.6028859844546774,-74.061827340682868,0,,0
Z_56094_STOP,033A07,AC 3 - AK 36,4.6075517379628392,-74.106416586736643,0,,0
Z_53680_STOP,040A08,AC 3 - AK 36,4.6073172374783251,-74.106456859386228,0,,0
Z_53681_STOP,041A08,AC 3 - KR 38,4.6095970590444884,-74.10903187492643,0,,0
Z_56095_STOP,034A07,AC 3 - KR 38,4.60929448679173,-74.108447573602774,0,,0
Z_54695_STOP,551A08,AC 3 - KR 41,4.6113221378469467,-74.110179945264832,0,,0
Z_56100_STOP,039A07,AC 3 - KR 41,4.613300237590205,-74.112205862437548,0,,0
Z_56097_STOP,036A07,AC 3 - KR 56,4.6194760955027894,-74.119234342595362,0,,0
Z_53684_STOP,044A08,AC 3 - KR 60,4.6212377055088361,-74.121525464668821,0,,0
Z_56098_STOP,037A07,AC 3 - KR 60,4.621106843470538,-74.120937990434868,0,,0
Z_56944_STOP,075A00,AC 45 - KR 8,4.6316642359434992,-74.065369834502633,0,,0
Z_57759_STOP,554A00,AC 53 - KR 3,4.6387341577810961,-74.060992563963481,0,,0
Z_57760_STOP,555A00,AC 53 - KR 4,4.6389031918317141,-74.061074726989318,0,,0
Z_56930_STOP,057A00,AC 53 - KR 9,4.6396611175693758,-74.06385919286717,0,,0
Z_56929_STOP,056A00,AC 53 - KR 9,4.6398822878941957,-74.063905237230045,0,,0
Z_56932_STOP,059A00,AC 6 - AK 27,4.6045039292126884,-74.095749522014145,0,,0
Z_56834_STOP,008A00,AC 6 - AK 30,4.6059832371988634,-74.096825853947692,0,,0
Z_56092_STOP,031A07,AC 6 - AK 30,4.6072898998236669,-74.099396532249,0,,0
Z_56889_STOP,043A00,AC 6 - KR 15,4.5978402369538038,-74.08565784765112,0,,0
Z_56934_STOP,061A00,AC 6 - KR 19,4.6002562463282581,-74.0898881233529,0,,0
Z_56888_STOP,042A00,AC 6 - KR 19,4.600838237046549,-74.089878850048748,0,,0
Z_56935_STOP,062A00,AC 6 - KR 22,4.6021644508972273,-74.092570364981967,0,,0
Z_57632_STOP,388A00,AC 6 - KR 23,4.6027542371095675,-74.092603851587427,0,,0
Z_56931_STOP,058A00,AC 6 - KR 26,4.604320237158376,-74.0947828528092,0,,0
Z_55716_STOP,414A13,AC 6 - KR 2A,4.5899268410168039,-74.074940134312783,0,,0
Z_55715_STOP,413A13,AC 6 - KR 2A,4.5897698297967056,-74.074965391518674,0,,0
Z_56319_STOP,115A07,AC 6 - KR 32,4.6087404733177735,-74.100245720430649,0,,0
Z_56295_STOP,111A07,AC 6 - KR 38,4.613208700159162,-74.104060305138546,0,,0
Z_56744_STOP,384A07,AC 6 - KR 38,4.6151715045842945,-74.10489523684177,0,,0
Z_56297_STOP,113A07,AC 6 - KR 38,4.6143501185688294,-74.105162932660718,0,,0
Z_56296_STOP,112A07,AC 6 - KR 40,4.6156876310939259,-74.1055677007218,0,,0
Z_56294_STOP,110A07,AC 6 - KR 41,4.6175264963984866,-74.105965444279789,0,,0
Z_56091_STOP,030A07,AC 6 - TV 44,4.6209355956160989,-74.106441200740974,0,,0
Z_56199_STOP,092A07,AC 6 - TV 47,4.6230275095920295,-74.106760247179153,0,,0
Z_56292_STOP,108A07,AC 6 - TV 49,4.6255476361350585,-74.10715096912682,0,,0
Z_56919_STOP,046A00,AC 63 - KR 8,4.6481539370196678,-74.060428594489423,0,,0
Z_56105_STOP,047A07,AC 8 - KR 73,4.6372437454665469,-74.139543846543361,0,,0
Z_56106_STOP,048A07,AC 8 - KR 73,4.6374940922244576,-74.139323979881013,0,,0
